name;0.4.26;0.4.26opt;0.5.17;0.5.17opt;0.6.12;0.6.12opt;0.7.6;0.7.6opt;0.8.24;0.8.24opt
uint104ofpp;0;0;0;0;0;0;0;0;revert;revert
uint104ofpe;0;0;0;0;0;0;0;0;revert;revert
uint104ofadd;0;0;0;0;0;0;0;0;revert;revert
uint104ofte;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;revert;revert
uint104ofmul;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;20282409603651670423947251286014;revert;revert
uint104ofexp;1;1;1;1;1;1;1;1;revert;revert
uint104ufmm;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;revert;revert
uint104ufme;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;revert;revert
uint104ufsub;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;revert;revert
uint104divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint104divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint104divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint104divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint104modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint104modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint104modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint104modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint104truncinline;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;Compiler Error;Compiler Error
uint104truncvariable;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015
uint104assignmentinline;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;Compiler Error;Compiler Error
uint104assignmentvariable;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;20282409603651670423947251286015;Compiler Error;Compiler Error
uint112ofpp;0;0;0;0;0;0;0;0;revert;revert
uint112ofpe;0;0;0;0;0;0;0;0;revert;revert
uint112ofadd;0;0;0;0;0;0;0;0;revert;revert
uint112ofte;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;revert;revert
uint112ofmul;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;5192296858534827628530496329220094;revert;revert
uint112ofexp;1;1;1;1;1;1;1;1;revert;revert
uint112ufmm;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;revert;revert
uint112ufme;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;revert;revert
uint112ufsub;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;revert;revert
uint112divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint112divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint112divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint112divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint112modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint112modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint112modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint112modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint112truncinline;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;Compiler Error;Compiler Error
uint112truncvariable;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095
uint112assignmentinline;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;Compiler Error;Compiler Error
uint112assignmentvariable;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;5192296858534827628530496329220095;Compiler Error;Compiler Error
uint120ofpp;0;0;0;0;0;0;0;0;revert;revert
uint120ofpe;0;0;0;0;0;0;0;0;revert;revert
uint120ofadd;0;0;0;0;0;0;0;0;revert;revert
uint120ofte;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;revert;revert
uint120ofmul;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;1329227995784915872903807060280344574;revert;revert
uint120ofexp;1;1;1;1;1;1;1;1;revert;revert
uint120ufmm;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;revert;revert
uint120ufme;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;revert;revert
uint120ufsub;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;revert;revert
uint120divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint120divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint120divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint120divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint120modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint120modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint120modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint120modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint120truncinline;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;Compiler Error;Compiler Error
uint120truncvariable;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575
uint120assignmentinline;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;Compiler Error;Compiler Error
uint120assignmentvariable;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;1329227995784915872903807060280344575;Compiler Error;Compiler Error
uint128ofpp;0;0;0;0;0;0;0;0;revert;revert
uint128ofpe;0;0;0;0;0;0;0;0;revert;revert
uint128ofadd;0;0;0;0;0;0;0;0;revert;revert
uint128ofte;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;revert;revert
uint128ofmul;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;340282366920938463463374607431768211454;revert;revert
uint128ofexp;1;1;1;1;1;1;1;1;revert;revert
uint128ufmm;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;revert;revert
uint128ufme;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;revert;revert
uint128ufsub;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;340282366920938463463374607431768211455;revert;revert
